price,size,rooms,floor,year_built,city,neighborhood,coordinates,features
72326.99568024304,45.470192677330914,3,11,2015,Plovdiv,Mladost,"{'lat': 42.66764907804164, 'lng': 23.291912042710887}","['parking', 'balcony']"
90112.17961575092,91.27094055037016,2,10,2017,Stara Zagora,Lyulin,"{'lat': 42.661695583627555, 'lng': 23.39631827428528}",['elevator']
108052.53260068448,61.980839302435854,4,11,2020,Varna,Lyulin,"{'lat': 42.84142951060044, 'lng': 23.386291074295823}","['parking', 'balcony']"
71378.07319431477,71.2491875062017,5,11,2005,Burgas,Lozenets,"{'lat': 42.52288028348452, 'lng': 23.23580263376982}","['parking', 'balcony']"
65016.61345522134,61.948801633118094,4,14,2003,Plovdiv,Center,"{'lat': 42.68213478809678, 'lng': 23.115372674064993}",['elevator']
149983.51055346295,135.56834553526812,1,11,1963,Varna,Mladost,"{'lat': 42.61241082828507, 'lng': 23.280857003076747}",['elevator']
126973.86070926848,79.59508325786199,3,2,1988,Burgas,Center,"{'lat': 42.65510259188709, 'lng': 23.300865017730892}",['elevator']
68457.66805363355,48.268672131323,1,14,1982,Sofia,Lozenets,"{'lat': 42.56191716387231, 'lng': 23.253971764928316}","['parking', 'balcony']"
112584.16290187371,104.67634736309567,2,1,1965,Burgas,Vitosha,"{'lat': 42.71519097507266, 'lng': 23.301020147142488}",['elevator']
54842.80053454717,43.374690500869335,1,9,1991,Varna,Boyana,"{'lat': 42.74468935776479, 'lng': 23.338857436199753}","['parking', 'balcony']"
89733.77044286445,86.26590785014267,3,12,2001,Varna,Center,"{'lat': 42.65928930312459, 'lng': 23.312011888307513}","['parking', 'balcony']"
51351.835283743516,25.0,3,12,1977,Sofia,Boyana,"{'lat': 42.620000690530496, 'lng': 23.27297716809727}","['parking', 'balcony']"
64025.65685917015,40.154418533047085,2,2,1974,Burgas,Mladost,"{'lat': 42.594438252805034, 'lng': 23.406542443227625}","['parking', 'balcony']"
122153.53652346124,85.90583707607371,2,13,1999,Burgas,Vitosha,"{'lat': 42.67265056994693, 'lng': 23.406394344622807}","['parking', 'balcony']"
151204.99630106922,102.15399739986232,3,8,2017,Sofia,Mladost,"{'lat': 42.73114960686885, 'lng': 23.21143377383438}",['elevator']
106667.87736540198,85.14104843569912,2,9,1991,Burgas,Vitosha,"{'lat': 42.72511065990015, 'lng': 23.380971826508784}",['elevator']
72968.4262994559,76.53055152835279,2,4,1968,Sofia,Vitosha,"{'lat': 42.69224192083975, 'lng': 23.307402935234126}","['parking', 'balcony']"
46046.3342214857,70.96688913232134,3,8,1996,Plovdiv,Boyana,"{'lat': 42.6448542691645, 'lng': 23.302410322647734}",['elevator']
27019.592227164125,35.644340288977176,4,9,1969,Varna,Mladost,"{'lat': 42.72378981888022, 'lng': 23.24211841858815}",['elevator']
62763.081324633815,58.40467374815874,1,10,1979,Plovdiv,Mladost,"{'lat': 42.592070406332034, 'lng': 23.42879704995832}","['parking', 'balcony']"
100554.52063098468,66.18083687120638,1,10,1965,Stara Zagora,Center,"{'lat': 42.760412050598475, 'lng': 23.245234189462863}","['parking', 'balcony']"
187526.6515511081,111.71366678656747,2,5,2007,Stara Zagora,Mladost,"{'lat': 42.72196572571581, 'lng': 23.1521421332327}",['elevator']
158592.064296989,90.30854868705384,4,13,2015,Stara Zagora,Center,"{'lat': 42.502292902608964, 'lng': 23.408413308747782}","['parking', 'balcony']"
53059.05130774039,27.108795339117982,3,14,2018,Sofia,Lyulin,"{'lat': 42.722955114026156, 'lng': 23.29522975305154}",['elevator']
110602.28658922884,89.72251908184386,3,7,2022,Burgas,Lyulin,"{'lat': 42.7232657204813, 'lng': 23.62261316589197}","['parking', 'balcony']"
59502.023864214825,68.4475315875105,2,10,1962,Plovdiv,Lyulin,"{'lat': 42.786909528624534, 'lng': 23.19545597336252}",['elevator']
95633.50038703937,59.69233999082124,3,4,2001,Plovdiv,Lozenets,"{'lat': 42.531962360807974, 'lng': 23.405453576335944}","['parking', 'balcony']"
58131.6707472036,98.35028866522603,1,1,1970,Plovdiv,Mladost,"{'lat': 42.785609585423, 'lng': 23.357506076755044}",['elevator']
197134.59320997304,110.92998567487852,3,3,2002,Plovdiv,Lozenets,"{'lat': 42.618712096910066, 'lng': 23.336328538988397}","['parking', 'balcony']"
119017.62170818582,107.93840357348596,4,5,1976,Stara Zagora,Mladost,"{'lat': 42.627665483125654, 'lng': 23.366278188602095}",['elevator']
75215.52145847345,54.82347430332084,3,3,1991,Plovdiv,Center,"{'lat': 42.798265690727234, 'lng': 23.245652724117047}",['elevator']
90302.36514887544,70.72362872446357,4,12,1963,Burgas,Lozenets,"{'lat': 42.81318101612155, 'lng': 23.311485239956273}",['elevator']
117390.19715463516,89.93790294210692,3,13,2022,Stara Zagora,Lozenets,"{'lat': 42.7491873212442, 'lng': 23.16903666363092}",['elevator']
142481.0492490742,109.26635381367078,2,11,1963,Plovdiv,Lozenets,"{'lat': 42.723221450595496, 'lng': 23.232441561258533}",['elevator']
136488.96434699843,65.6247728646413,4,7,1976,Sofia,Vitosha,"{'lat': 42.74746334540142, 'lng': 23.446716266965126}",['elevator']
95769.02199459702,74.43023070008549,1,12,2000,Varna,Center,"{'lat': 42.72895202093164, 'lng': 23.209914509356683}","['parking', 'balcony']"
37940.97303704378,46.809950779819154,3,9,1978,Varna,Lyulin,"{'lat': 42.762646609177764, 'lng': 23.340178874578772}","['parking', 'balcony']"
55495.13114231746,44.113801277579874,2,12,1964,Varna,Center,"{'lat': 42.90586017464003, 'lng': 23.325396796090097}",['elevator']
161370.6736028734,104.37577467182594,1,6,1991,Stara Zagora,Vitosha,"{'lat': 42.6414525008776, 'lng': 23.37706412256464}","['parking', 'balcony']"
104014.40709778958,120.6872008571247,3,13,1981,Plovdiv,Mladost,"{'lat': 42.68723219276944, 'lng': 23.30802509897118}",['elevator']
126163.20980957344,77.83969635258998,2,10,2015,Stara Zagora,Center,"{'lat': 42.60715239696245, 'lng': 23.28775651871966}","['parking', 'balcony']"
132349.164786048,110.10598693676073,3,1,1965,Burgas,Lozenets,"{'lat': 42.70308046974905, 'lng': 23.287165132426313}",['elevator']
163955.74180464444,90.84908075142903,3,7,1994,Sofia,Lyulin,"{'lat': 42.64091126375692, 'lng': 23.32882291303453}","['parking', 'balcony']"
65136.84564051984,60.64640736184627,1,3,1981,Sofia,Lyulin,"{'lat': 42.60765275831582, 'lng': 23.1841005399476}",['elevator']
103763.62450397735,90.84186816525242,2,5,1960,Varna,Mladost,"{'lat': 42.77095361707265, 'lng': 23.36177501780873}","['parking', 'balcony']"
205611.40786068715,126.14109699397908,3,10,1979,Varna,Center,"{'lat': 42.569239551931965, 'lng': 23.117044495356755}",['elevator']
58530.8822912334,78.92521882670145,2,4,1981,Varna,Vitosha,"{'lat': 42.599125795460346, 'lng': 23.287170100552682}",['elevator']
133405.33584423846,126.93930967442017,3,10,2007,Plovdiv,Mladost,"{'lat': 42.815434957476555, 'lng': 23.284725543218748}",['elevator']
60364.0947184256,25.0,3,5,2014,Burgas,Center,"{'lat': 42.6230638951272, 'lng': 23.314858622908307}","['parking', 'balcony']"
74339.20523073991,104.65707513125672,4,5,1970,Burgas,Boyana,"{'lat': 42.68859838847504, 'lng': 23.1618992692547}","['parking', 'balcony']"
110198.30539935856,82.61141204714514,3,6,1972,Burgas,Lyulin,"{'lat': 42.56249371150813, 'lng': 23.16518024978847}","['parking', 'balcony']"
93041.10946462057,71.02977948602397,3,14,2018,Burgas,Vitosha,"{'lat': 42.9479851534908, 'lng': 23.38599814402736}","['parking', 'balcony']"
73450.22242741396,82.75282329606507,3,10,2001,Varna,Lozenets,"{'lat': 42.64062839414647, 'lng': 23.410826682282895}","['parking', 'balcony']"
46097.73203984782,25.0,2,12,1962,Sofia,Vitosha,"{'lat': 42.643194371233854, 'lng': 23.407518039697372}","['parking', 'balcony']"
75115.09204077661,73.40984336487465,2,10,1968,Varna,Lozenets,"{'lat': 42.70803064570695, 'lng': 23.23411487502027}",['elevator']
120502.90948037969,90.7133771453524,4,13,2019,Burgas,Vitosha,"{'lat': 42.7679820345829, 'lng': 23.31375195727237}","['parking', 'balcony']"
123534.89117935055,124.33682134224549,3,13,1971,Varna,Lyulin,"{'lat': 42.739826777217935, 'lng': 23.32155070231841}",['elevator']
70434.36972653712,64.45189345179058,4,11,1982,Burgas,Lozenets,"{'lat': 42.720501477287094, 'lng': 23.380055388808675}","['parking', 'balcony']"
51254.77688256369,55.74519191320437,4,6,1973,Stara Zagora,Center,"{'lat': 42.95838068488177, 'lng': 23.424879190054956}","['parking', 'balcony']"
95942.62333570894,64.9472886924639,4,8,1992,Sofia,Lozenets,"{'lat': 42.72196451602831, 'lng': 23.268939308510042}","['parking', 'balcony']"
159675.79241696827,107.46206353106223,4,8,1977,Stara Zagora,Mladost,"{'lat': 42.679926508199806, 'lng': 23.174387070538955}","['parking', 'balcony']"
109164.72360576689,89.86253328979053,3,11,2008,Plovdiv,Center,"{'lat': 42.76645435425532, 'lng': 23.198507730834166}","['parking', 'balcony']"
93987.18235003248,64.10719388698884,2,9,2018,Varna,Mladost,"{'lat': 42.66275456879508, 'lng': 23.3670348702902}","['parking', 'balcony']"
104227.7624873295,95.39802299340069,3,8,2000,Plovdiv,Vitosha,"{'lat': 42.67626746962035, 'lng': 23.250771200947074}",['elevator']
129285.66790714355,82.91232648044121,2,13,1968,Varna,Center,"{'lat': 42.58025193138944, 'lng': 23.420532673230483}",['elevator']
78867.76329472664,109.05934971598667,3,11,1982,Stara Zagora,Vitosha,"{'lat': 42.616677813454714, 'lng': 23.241412417305206}","['parking', 'balcony']"
89540.55090784004,58.93840718367943,3,2,1969,Burgas,Boyana,"{'lat': 42.520827058016614, 'lng': 23.29801389521921}","['parking', 'balcony']"
69986.10698318816,70.17013560206695,3,14,1978,Burgas,Vitosha,"{'lat': 42.66667051136385, 'lng': 23.31818579169684}",['elevator']
75700.9630518574,68.23675540603527,2,14,2020,Varna,Vitosha,"{'lat': 42.58253683230424, 'lng': 23.373418079353513}",['elevator']
26962.356420621833,36.09455155603644,2,12,2006,Burgas,Mladost,"{'lat': 42.51607894471539, 'lng': 23.29078225000176}",['elevator']
58311.452847389686,88.88360831193728,3,10,1964,Stara Zagora,Lozenets,"{'lat': 42.71154882831396, 'lng': 23.30577740067061}",['elevator']
109601.82125288923,87.83165816539668,2,12,2006,Burgas,Boyana,"{'lat': 42.71577548711603, 'lng': 23.378867168426087}","['parking', 'balcony']"
91956.80544358841,80.15340369927382,4,11,2011,Stara Zagora,Vitosha,"{'lat': 42.832469870497306, 'lng': 23.284439207168706}","['parking', 'balcony']"
134079.6441825663,72.96238599874557,2,1,2023,Plovdiv,Vitosha,"{'lat': 42.60321573648604, 'lng': 23.356071728229278}","['parking', 'balcony']"
38248.86847464925,37.53887773848757,2,10,1982,Stara Zagora,Boyana,"{'lat': 42.671976061525584, 'lng': 23.42646197116222}","['parking', 'balcony']"
78269.17459963677,67.38064031703922,1,2,1989,Sofia,Boyana,"{'lat': 42.63980333856279, 'lng': 23.214198911136723}","['parking', 'balcony']"
140706.19856540105,69.71856450419692,3,2,1984,Sofia,Center,"{'lat': 42.71437937509527, 'lng': 23.125958220876303}",['elevator']
109151.54752687356,55.931681923351434,3,12,1987,Sofia,Mladost,"{'lat': 42.653257128624176, 'lng': 23.267015942339167}",['elevator']
65713.01624379726,75.16142865001973,2,3,1993,Varna,Boyana,"{'lat': 42.72204723207727, 'lng': 23.20037279037298}",['elevator']
77363.12234944252,92.12152570443615,1,10,2004,Varna,Boyana,"{'lat': 42.612049952773205, 'lng': 23.41569136906964}",['elevator']
99253.69643981193,136.5855770363159,3,7,2015,Varna,Lyulin,"{'lat': 42.69865385454144, 'lng': 23.386463718390296}",['elevator']
137958.03730479642,85.23733438495516,2,2,2007,Stara Zagora,Lozenets,"{'lat': 42.645821259861656, 'lng': 23.294554903757913}",['elevator']
117421.4981838978,87.72651172168293,3,14,2006,Varna,Boyana,"{'lat': 42.721453442702924, 'lng': 23.474755490762327}",['elevator']
78087.50104715578,77.76662252701499,3,1,1984,Plovdiv,Mladost,"{'lat': 42.678238181982856, 'lng': 23.283373110627963}",['elevator']
41429.34504478199,25.0,2,14,1969,Sofia,Lozenets,"{'lat': 42.80981530277368, 'lng': 23.262018856151492}","['parking', 'balcony']"
102849.22382384875,79.20458373652349,2,6,1973,Stara Zagora,Lozenets,"{'lat': 42.72846291916728, 'lng': 23.401095920641904}",['elevator']
152383.3623379469,81.8069062982308,5,9,2001,Sofia,Vitosha,"{'lat': 42.64241581283011, 'lng': 23.334046244648366}","['parking', 'balcony']"
279621.0724827199,153.89726337455858,3,3,2016,Varna,Vitosha,"{'lat': 42.874555071014505, 'lng': 23.392131804883817}",['elevator']
67466.58741240951,74.22917105656633,3,6,2005,Stara Zagora,Vitosha,"{'lat': 42.72849330696848, 'lng': 23.27756786881674}","['parking', 'balcony']"
83663.28161847434,89.04642027000837,2,3,2017,Burgas,Vitosha,"{'lat': 42.63956817187252, 'lng': 23.20118140767642}","['parking', 'balcony']"
68357.87967884293,78.9586469088427,3,14,1989,Plovdiv,Lyulin,"{'lat': 42.85096239599657, 'lng': 23.431547104537}","['parking', 'balcony']"
39540.726050722486,44.93965887141404,1,13,2014,Varna,Boyana,"{'lat': 42.63428855224595, 'lng': 23.333768699807816}","['parking', 'balcony']"
164967.41127681354,114.28468443545061,3,1,2022,Varna,Vitosha,"{'lat': 42.71113264985063, 'lng': 23.418441546132406}",['elevator']
211859.57660878962,102.55799098060322,5,14,2000,Plovdiv,Center,"{'lat': 42.73828011983014, 'lng': 23.297718123926966}",['elevator']
66224.82166951412,103.73095841129141,2,13,1984,Plovdiv,Vitosha,"{'lat': 42.64583143977043, 'lng': 23.334086784512582}",['elevator']
34008.700226327455,52.71837635615783,1,12,1973,Burgas,Boyana,"{'lat': 42.66518174290374, 'lng': 23.322068494512983}",['elevator']
138344.35700753485,122.08382932808297,1,5,1994,Varna,Vitosha,"{'lat': 42.69240289205417, 'lng': 23.262750812012985}",['elevator']
69716.5527837381,37.944468116231576,2,10,2011,Varna,Lyulin,"{'lat': 42.60272592263682, 'lng': 23.351419525274732}","['parking', 'balcony']"
135519.1677782304,97.60571281400811,2,14,2007,Sofia,Mladost,"{'lat': 42.7042570341379, 'lng': 23.478742085546642}","['parking', 'balcony']"
189077.1219234738,145.71366877429935,1,13,1993,Stara Zagora,Mladost,"{'lat': 42.59676551616224, 'lng': 23.3625298192233}","['parking', 'balcony']"
33960.32570645845,50.28391024607935,4,11,1969,Stara Zagora,Boyana,"{'lat': 42.69173535319734, 'lng': 23.509975839832656}","['parking', 'balcony']"
74001.13733910408,63.01106811191684,3,4,1994,Sofia,Mladost,"{'lat': 42.75489719170615, 'lng': 23.33246885816351}","['parking', 'balcony']"
131011.76563406023,82.98954095262924,2,7,1970,Stara Zagora,Mladost,"{'lat': 42.69198975650262, 'lng': 23.229687894533438}","['parking', 'balcony']"
104181.084720179,64.89573037651402,4,6,1970,Plovdiv,Center,"{'lat': 42.7311392792641, 'lng': 23.161769739086324}","['parking', 'balcony']"
112856.65675091156,82.05688924418082,5,7,1980,Stara Zagora,Boyana,"{'lat': 42.523787586095594, 'lng': 23.26804264417092}",['elevator']
84335.51675878846,48.130888588216855,2,5,1981,Sofia,Mladost,"{'lat': 42.59508735087411, 'lng': 23.259752930761035}","['parking', 'balcony']"
142446.77251335097,94.20777291905544,4,4,2004,Burgas,Mladost,"{'lat': 42.718454530233934, 'lng': 23.398455529096417}","['parking', 'balcony']"
54674.40106860111,52.4172729729859,3,7,1966,Stara Zagora,Mladost,"{'lat': 42.82176335897328, 'lng': 23.20810467808412}","['parking', 'balcony']"
158281.98575989177,126.4980321505262,4,7,2014,Stara Zagora,Lozenets,"{'lat': 42.65340380633732, 'lng': 23.705255012221198}",['elevator']
57218.307168086634,56.502401229912884,5,6,1976,Burgas,Lyulin,"{'lat': 42.674998531406466, 'lng': 23.21177892040041}","['parking', 'balcony']"
166906.6119777286,70.33815451382974,2,8,2023,Sofia,Vitosha,"{'lat': 42.62841992372586, 'lng': 23.275586008369068}",['elevator']
93908.15529809361,104.40551652109009,5,4,2021,Burgas,Lyulin,"{'lat': 42.66072626372116, 'lng': 23.276562987680514}",['elevator']
47581.38469560282,43.07407050698134,2,10,2023,Sofia,Boyana,"{'lat': 42.697857344627344, 'lng': 23.297159213770684}",['elevator']
85843.0027545536,86.82379803812388,2,5,1961,Plovdiv,Center,"{'lat': 42.60445135027288, 'lng': 23.336933102115612}",['elevator']
192829.9769387233,119.21428262847284,2,4,1971,Sofia,Vitosha,"{'lat': 42.71210469498807, 'lng': 23.349658167054994}",['elevator']
35995.07853411405,31.775502963163174,3,12,2016,Plovdiv,Center,"{'lat': 42.52855459462749, 'lng': 23.31568442436915}",['elevator']
115752.68897924825,85.53901575596913,2,1,2001,Plovdiv,Lozenets,"{'lat': 42.5014403684098, 'lng': 23.282442910552344}",['elevator']
184319.64673466547,87.7964838274527,3,12,1977,Sofia,Boyana,"{'lat': 42.76579362927531, 'lng': 23.40457791516024}",['elevator']
97545.777960719,103.4546861533193,3,8,2013,Varna,Lozenets,"{'lat': 42.7334460064097, 'lng': 23.3675390735293}","['parking', 'balcony']"
99829.59236132629,42.891478673657545,4,1,2018,Sofia,Boyana,"{'lat': 42.670099503791754, 'lng': 23.249083223007503}","['parking', 'balcony']"
45110.958741068,40.38630160747171,4,5,1970,Stara Zagora,Center,"{'lat': 42.96927581625238, 'lng': 23.382716031186522}",['elevator']
155257.92228443653,95.65824696850693,3,6,1975,Stara Zagora,Center,"{'lat': 42.58270161485346, 'lng': 23.126533607846703}",['elevator']
98685.47976688069,88.90954019699558,2,6,2008,Varna,Center,"{'lat': 42.65349305509365, 'lng': 23.41918685063087}","['parking', 'balcony']"
145473.6399012429,87.5147855103763,2,13,2010,Plovdiv,Boyana,"{'lat': 42.70487391540288, 'lng': 23.077598017763872}","['parking', 'balcony']"
116686.96000742789,90.39344628490927,2,5,1977,Varna,Mladost,"{'lat': 42.68227065768101, 'lng': 23.299759844975146}",['elevator']
114191.77477283315,59.59925835264528,1,3,1994,Stara Zagora,Center,"{'lat': 42.458433262053454, 'lng': 23.30241661520502}","['parking', 'balcony']"
138502.3013546919,86.9676109148301,2,5,2012,Varna,Lozenets,"{'lat': 42.59866319924087, 'lng': 23.11644535892117}","['parking', 'balcony']"
184028.7743994825,88.79217419896044,2,12,2018,Sofia,Vitosha,"{'lat': 42.86045075801654, 'lng': 23.194239779921507}",['elevator']
67670.56605974855,58.56945745920896,5,8,1985,Varna,Boyana,"{'lat': 42.63327152645437, 'lng': 23.231941711393333}",['elevator']
178855.4670456839,135.9732353343427,3,14,1975,Plovdiv,Lozenets,"{'lat': 42.70022387509243, 'lng': 23.47663106070559}",['elevator']
130491.06699266958,94.21498762735362,2,2,1965,Sofia,Lyulin,"{'lat': 42.58038131297641, 'lng': 23.26931964855514}","['parking', 'balcony']"
32136.37584643774,44.260895083920545,3,6,2016,Burgas,Lyulin,"{'lat': 42.71208618790264, 'lng': 23.21312082528405}",['elevator']
174625.3914109993,99.6966082590149,2,9,2003,Stara Zagora,Vitosha,"{'lat': 42.66771135954214, 'lng': 23.359449980674956}",['elevator']
76030.91939755427,50.759549893180356,3,8,2002,Stara Zagora,Mladost,"{'lat': 42.62442950132935, 'lng': 23.26613574912698}",['elevator']
186108.25751148583,103.61253811227355,3,14,2006,Varna,Center,"{'lat': 42.65686460730807, 'lng': 23.289619331886566}","['parking', 'balcony']"
141527.85012368887,114.75786737022212,3,11,2006,Sofia,Boyana,"{'lat': 42.72431517146233, 'lng': 23.35865607681069}","['parking', 'balcony']"
73658.2591733712,55.37953044944869,3,8,2007,Burgas,Lozenets,"{'lat': 42.89375543019624, 'lng': 23.03415235681458}","['parking', 'balcony']"
194122.8863144584,108.90128387732966,5,8,2001,Sofia,Center,"{'lat': 42.68326086607946, 'lng': 23.16355639277578}","['parking', 'balcony']"
102881.48141284325,92.38342780809495,4,13,1971,Stara Zagora,Lozenets,"{'lat': 42.66146299993491, 'lng': 23.388086733069407}",['elevator']
140161.685183963,104.6618047998347,3,7,2019,Sofia,Boyana,"{'lat': 42.81977925221424, 'lng': 23.424471457681843}","['parking', 'balcony']"
150052.55921131046,136.9037894796184,3,8,1972,Burgas,Lyulin,"{'lat': 42.82352925148505, 'lng': 23.282606492837957}","['parking', 'balcony']"
110074.41636075731,72.63835651991388,3,13,1963,Varna,Center,"{'lat': 42.83985302747072, 'lng': 23.459684979460587}",['elevator']
41922.40202012597,57.387915069275316,2,6,1998,Plovdiv,Vitosha,"{'lat': 42.713880045454154, 'lng': 23.417723660156756}","['parking', 'balcony']"
136811.70660850737,53.314567111234304,2,2,2013,Sofia,Mladost,"{'lat': 42.704123701851664, 'lng': 23.441023251555087}","['parking', 'balcony']"
48519.10997725924,55.52569145103685,1,2,1961,Plovdiv,Vitosha,"{'lat': 42.683833676263646, 'lng': 23.23904795183068}","['parking', 'balcony']"
122920.00766144932,77.68694871757688,3,8,1985,Stara Zagora,Mladost,"{'lat': 42.58800085697284, 'lng': 23.282637096676236}",['elevator']
139961.75241867272,90.23455924449931,3,11,2018,Varna,Lozenets,"{'lat': 42.708438819432835, 'lng': 23.205414733862405}","['parking', 'balcony']"
132244.5491102557,88.30072397990057,2,1,1986,Varna,Center,"{'lat': 42.67498915410044, 'lng': 23.247345069057925}","['parking', 'balcony']"
232704.16744058393,104.81549747108072,5,6,1986,Sofia,Center,"{'lat': 42.592302445366954, 'lng': 23.40358846615536}",['elevator']
107546.8829574728,80.39005675633722,4,13,1974,Varna,Mladost,"{'lat': 42.82119036031058, 'lng': 23.403143267829233}",['elevator']
239181.99410098742,123.60602231471951,3,6,2022,Sofia,Lyulin,"{'lat': 42.69158442093785, 'lng': 23.297761719460812}",['elevator']
81686.47082678533,72.06029500286132,3,11,1967,Sofia,Boyana,"{'lat': 42.59368266442607, 'lng': 23.341463289524135}","['parking', 'balcony']"
188947.89496839754,161.60507499768858,4,4,1966,Plovdiv,Vitosha,"{'lat': 42.71696317061856, 'lng': 23.58439473965257}","['parking', 'balcony']"
165236.14948393588,98.77002043295019,2,12,2022,Varna,Lozenets,"{'lat': 42.80871023620158, 'lng': 23.331524492657085}",['elevator']
118760.0440247862,54.285273307511524,4,11,2006,Sofia,Vitosha,"{'lat': 42.69583906890067, 'lng': 23.400130653707723}",['elevator']
84501.08649031335,47.87322505816663,2,13,2014,Plovdiv,Vitosha,"{'lat': 42.60842613296195, 'lng': 23.413963781201403}",['elevator']
121723.46869253473,94.47417245729555,4,11,2005,Burgas,Lozenets,"{'lat': 42.59128564997627, 'lng': 23.24384761427853}","['parking', 'balcony']"
138020.3592295102,73.29611644022448,2,13,2022,Plovdiv,Lozenets,"{'lat': 42.516182050059555, 'lng': 23.36140762230491}",['elevator']
102206.95790462101,101.42001482276275,4,10,1999,Plovdiv,Center,"{'lat': 42.72499290262632, 'lng': 23.243851697523397}","['parking', 'balcony']"
177487.1558580059,94.19712873720634,4,3,2019,Sofia,Vitosha,"{'lat': 42.60708612090242, 'lng': 23.43787222267001}","['parking', 'balcony']"
47638.73309830223,77.81513262029382,2,13,1971,Stara Zagora,Boyana,"{'lat': 42.68663960623969, 'lng': 23.223270462547944}","['parking', 'balcony']"
50074.818962435485,54.596188457947854,3,11,1972,Stara Zagora,Boyana,"{'lat': 42.8921932963618, 'lng': 23.23429370808583}",['elevator']
38067.16382406342,34.554583259424064,5,3,2021,Stara Zagora,Mladost,"{'lat': 42.81386170714538, 'lng': 23.184900943598944}",['elevator']
74684.47303455006,66.60455143798937,3,13,2002,Plovdiv,Lozenets,"{'lat': 42.66450537697931, 'lng': 23.350229122538238}",['elevator']
235723.21159838722,105.69196382970416,4,13,1976,Sofia,Center,"{'lat': 42.6942163050396, 'lng': 23.324376302151308}",['elevator']
